Name,Location,Locality,City,Rating,Cost
Vintage Restaurant And Bar,"Nallakunta, Central Hyderabad", Central Hyderabad,Hyderabad,4.0,1000
The Living Room,"Park Hyatt Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.1,1200
Chubby Cho,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.5,2500
Hashi,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,1000
Coco's Bar & Grill,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.2,1800
Cream Shakes,"SR Nagar, Central East Hyderabad", Central East Hyderabad,Hyderabad,1.9,300
The Funnel Hill Creamery,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,1000
Skypark Cafe,"Owner's Pride,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,2.5,1000
Theory Cafe & Dessert Bar,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.9,1200
Fat Pigeon - Bar Hop,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.5,2600
SodaBottleOpenerWala,"Niharika Jubilee One,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,2000
Serefe Bar Bistro & Lounge,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,2600
Sizzling Joe,"Terminal Drive In,Sindhi Colony, Secunderabad", Secunderabad,Hyderabad,1.0,500
Comic Social,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.5,1000
Flavours Of TMH,"Taj Mahal Hotel,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,1200
Absorb - The Boutique Bar,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,1500
Zero40 Brewing,"Zero40,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,2700
45th Avenue,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.9,800
Gappe Vappe,"SD Road, Secunderabad", Secunderabad,Hyderabad,4.0,500
By The Bottle,"Shreshta Aura,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,1500
China Bistro,"Niharika Jubilee One,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,2000
Oye Pizza,"Abids, Central Hyderabad", Central Hyderabad,Hyderabad,4.1,500
President Dhaba Bar & Kitchen,"Shreshta Aura,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,2000
Mahamudra,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.5,800
The Hole in The Wall Cafe,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,600
Chandra Haveli Star Restaurant,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,800
Mini Punjab,"Abids, Central Hyderabad", Central Hyderabad,Hyderabad,3.3,500
Blue Block Club,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.6,2000
Grill 9,"SD Road, Secunderabad", Secunderabad,Hyderabad,4.0,600
Gelatissimo,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,400
Sofrehh Persian Bistro,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,600
Autumn Leaf Cafe,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,1000
Ulavacharu,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.8,1000
Dirty Martini - Kitchen and Cocktail Lounge,"Alcazar Mall,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,2300
Eagles Pizza,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,3.9,600
Oh So Stoned,"The Purple Leaf Hotel,Karkhana, Secunderabad", Secunderabad,Hyderabad,4.0,400
Grill 9,"Karkhana, Secunderabad", Secunderabad,Hyderabad,3.7,400
Makers Of Milkshakes,"Bowenpally, Secunderabad", Secunderabad,Hyderabad,5.0,400
Jamie's Pizzeria By Jamie Oliver,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.6,1000
Sounds & Spirits,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.1,1500
Makers Of Milkshakes,"Kachiguda, Central Hyderabad", Central Hyderabad,Hyderabad,5.0,400
Kabul Darbar,"Yousuf Tekri Complex,Tolichowki, Central Hyderabad", Central Hyderabad,Hyderabad,4.2,900
Repete Brewery & Kitchen,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,1800
Gismat Arabic Restaurant,"PNR Empire,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,3.7,800
MOB,"Film Nagar, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,3000
Stone Waters,"Aruna Arcade,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,2100
The Moonshine Project,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,2200
Smoky Pitara,"Sreshta Aura,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.9,1300
Cream Stone,"Sami Complex,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,400
Lassi Hub,"Kachiguda, Central Hyderabad", Central Hyderabad,Hyderabad,4.0,300
Urban Asia-Kitchen and Bar,"Jahnavi Trade Center,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,1500
Tarz Creators Studio & Cafe,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,800
Mama's Kitchen,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.5,700
Exotica,"Business Square,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.4,2600
Beyond Coffee,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,900
Captain Egg,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,1000
Moxa Kitchen,"Film Nagar, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,1100
Ohri's - Nautanki Gali,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,3.8,1100
Enchante Cafe And Confectionery,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,800
Buffalo Wild Wings,"Axis Tower,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,2500
Aura,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,1500
Zafar's Fine Dine,"Yousuf Tekri Complex,Tolichowki, Central Hyderabad", Central Hyderabad,Hyderabad,4.0,900
4 Seasons,"Yousuf Tekri Complex,Tolichowki, Central Hyderabad", Central Hyderabad,Hyderabad,3.9,1400
N Grand,"Karkhana, Secunderabad", Secunderabad,Hyderabad,3.4,900
Ironhill Cafe,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,900
Filmy Junction,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,3.8,1000
The ThickShake Factory,"Film Nagar, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,400
President Dhaba,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.9,1000
Temptations,"Begum Bazaar, South Hyderabad", South Hyderabad,Hyderabad,4.0,600
Blind Ch3mistry,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,600
Kobe Sizzlers,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,1200
Maguro,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,1400
Chemistry,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,1800
Santosh Dhaba,"Begum Bazaar, South Hyderabad", South Hyderabad,Hyderabad,3.8,600
Istanbul,"Sami Complex,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,300
Beijing Bites,"Cuba Food Havana,Film Nagar, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,400
Hotel Kass,"Hotel Kass,Kompally, Secunderabad", Secunderabad,Hyderabad,4.3,1200
The Pizza Hub,"Kachiguda, Central Hyderabad", Central Hyderabad,Hyderabad,2.0,600
Cream Stone,"Tolichowki, Central Hyderabad", Central Hyderabad,Hyderabad,3.8,400
Carpe Diem,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,2700
Ironhill Hyderabad,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,4.1,1200
Ci Gusta,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.5,1000
Over The Moon,"Hotel Daspalla,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,2500
Nasha,"Hotel Kass,Kompally, Secunderabad", Secunderabad,Hyderabad,4.3,1500
Palamuru Grill,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.1,900
Reason's,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.5,1800
The Chocolate Room,"Attapur, South Hyderabad", South Hyderabad,Hyderabad,4.2,800
Burger Mischief,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.5,500
Zozoz Pizzeria,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,800
De Cafe Studio,"Malakpet, South Hyderabad", South Hyderabad,Hyderabad,4.2,500
Hut-K Spice Kitchen,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.0,900
Circles,"Hotel Daspalla,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,1700
Beans & Brie Bistro,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,1000
Revolt Jubilee Hills,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.9,2000
Mid Land Bakers & Confectioners,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,1.5,400
Kholani's Dine in Barbeque,"Tolichowki, Central Hyderabad", Central Hyderabad,Hyderabad,3.3,1000
Fusion 9,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.4,3000
Olive Bistro & Bar,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,1500
The Hoppery,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,1800
F3 Cafe and Bistro,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,4.3,900
Sacred Earth Cafe,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.8,800
Amnesia Sky Bar,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.0,2100
Coffee Times,"Hotel Daspalla,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,800
Palamuru Grill,"Attapur, South Hyderabad", South Hyderabad,Hyderabad,4.1,1100
Ironhill Cafe,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,900
Rayalaseema Ruchulu,"Sun Towers,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.9,1100
Biggies Burger 'n' More,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,600
10 Downing Street,"Kompally, Secunderabad", Secunderabad,Hyderabad,5.0,1800
MudBrick Kitchen and Bar,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.3,2500
Makers Of Milkshakes,"Film Nagar, Central West Hyderabad", Central West Hyderabad,Hyderabad,3.0,400
The Grand Trunk Road,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.0,1100
Kesariya's Sweets,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.0,200
CIBO House,"Phoenix Tower A,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.3,1500
Fusion 9,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,1800
Dildaar,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,1000
1989 Pizza & Thick Shake's,"Malakpet, South Hyderabad", South Hyderabad,Hyderabad,5.0,600
Frozen Bottle,"Tolichowki, Central Hyderabad", Central Hyderabad,Hyderabad,3.8,300
Chili’s American Grill and Bar,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,1800
Bird Box - Bar & Cafe,"Zen Building,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,1200
Barbeque Nation,"Forum Sujana Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,4.3,1400
Cream Stone,"Bullet King Commercial Complex,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.3,400
Cafe Lilliput Bar & Restaurant,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.7,1000
T- Grill,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.1,700
Cream Stone,"South India Shopping Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,4.5,400
Gudgudee - Tickle Your Tastebuds,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,1000
ABs - Absolute Barbecues,"Miyapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,1200
Kumbakarnas Restaurant,"Tarnaka, East Hyderabad", East Hyderabad,Hyderabad,4.0,600
Sri Santosh Family Dhaba,"Tarnaka, East Hyderabad", East Hyderabad,Hyderabad,2.9,600
Date - A Middle East Food Affair,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.6,900
The Fort Club,"Ambiance Fort,Attapur, South Hyderabad", South Hyderabad,Hyderabad,3.7,500
The Glass Onion,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.2,1700
The Big Cup Theory,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,1000
Rotis,"Hardhick Crown,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.3,1200
Express By AB's,"Pammasani Complex,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,2.7,600
Hawte,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,400
Barbeque Nation,"Kothapet, East Hyderabad", East Hyderabad,Hyderabad,4.2,1400
Punjabi Affair,"Oyster Uptown Building,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.9,800
The Coffee Cup,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,4.3,700
Ankapur Village Hotel,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.0,1100
Over The Moon Brew Company,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.2,2500
Punjab Bistro,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,1500
Taste of India,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,3.5,1000
Snort,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.1,2000
Seasonal Tastes,"The Westin Hyderabad Mindspace,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.2,2600
The Breezy Bistro,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,3.6,900
Taco Bell,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.4,500
Nag Restaurant and Banquets,"Alwal, Secunderabad", Secunderabad,Hyderabad,2.1,900
Coco Fit,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.0,300
California Burrito,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,800
1989 Milkshakes,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,5.0,600
The Joint Al Mandi,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.5,500
Cream Town,"Malkajgiri, Secunderabad", Secunderabad,Hyderabad,2.8,300
Makers Of Milkshakes,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,5.0,400
STR8UP,"Jaysudha Heights,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.8,1300
Heart Cup Coffee,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,3.9,1700
1989 Pizza & Thick Shakes,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,4.5,600
Shree Santosh Family Dhaba,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.6,500
TGI Friday's,"Forum Sujana Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,4.1,3400
Tollgate,"Tollgate,Jeedimetla, Secunderabad", Secunderabad,Hyderabad,4.1,800
78 Degrees East,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,3.4,1000
T Grill Thali Time,"Hotel Deccan Serai,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.0,800
Bar One,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,1000
Stikstof Ice-cream Cafe,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.9,500
Dhaba–Estd 1986 Delhi,"Western Pearl Building,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,1200
Up Cup Cafe,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,5.0,600
Ohri's - Rubaiyat,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.1,1200
Bake Bar,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,5.0,400
Ulavacharu,"Fantasy Square Building,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,3.9,1000
Eagles Pizza,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,4.0,600
Kazuza,"Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,3.4,1000
Good Vibes Only Cafe,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.0,1100
Maryada Ramanna,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,800
DOF Cafe,"Prithvi Complex,Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,4.0,500
TMH-Flavours Of Taj Mahal Hotel,"L & T Metro Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,1000
Barbeque Nation,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,4.4,1400
NorFest - The Dhaba,"Apnaa Nukkad Drive In,Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,3.7,1000
Kinara Grand,"Malkajgiri, Secunderabad", Secunderabad,Hyderabad,3.0,800
Onesta,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.5,900
W Cafe By Wich Way,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,4.2,800
Taco Bell,"L & T Metro Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,4.3,500
La La Land,"Cyber Edifice,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.1,1400
Brundavan Bar & Restaurant,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,3.9,1200
Heart Cup Coffee,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,4.4,1400
Blue Fox,"Huda Techno Enclave,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.9,1000
Sandwich Eatery,"Kompally, Secunderabad", Secunderabad,Hyderabad,4.2,500
Minerva Coffee Shop,"Huda Techno Enclave,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.9,600
Wings N Pizza,"Suraram, Secunderabad", Secunderabad,Hyderabad,3.5,300
Palamuru Grill,"Kothapet, East Hyderabad", East Hyderabad,Hyderabad,4.0,900
Cloud dining,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,3.6,5000
Casbah,"The Westin Hyderabad Mindspace,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.0,3000
The Chocolate Room Co-working Cafe & Lounge,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.2,1000
Punjabi Affair,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.4,800
The Lal Street - Bar Stock Exchange,"SLN Terminus,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.1,1600
Mamagoto,"Western Pearl Building,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,4.4,1500
Mid Land Bakers & Confectioners,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,4.0,400
Kangan,"The Westin Hyderabad Mindspace,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.3,2500
Taste of Rajasthan,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,2.1,400
Teluguness,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.1,1000
Mainland China,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.2,1700
Southern Spice,"Retro Drive In,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,3.6,800
A'La Liberty,"Cyber Grub,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.2,1300
Spudato,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,3.9,1200
The Tilt Republic Bar,"Fantasy Square Building,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.2,2000
Ala - The Rooftop,"Kompally, Secunderabad", Secunderabad,Hyderabad,3.9,1600
Full Moon Multicuisine Restaurant,"Alwal, Secunderabad", Secunderabad,Hyderabad,4.0,700
Chaitanya Food Court,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,4.3,1100
Apsara Ice Creams,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,4.4,300
Barbeque Nation,"Kothaguda, West Hyderabad", West Hyderabad,Hyderabad,4.4,1400
10 Downing Street,"SLN Terminus,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.4,2000
Tiki Shack,"Times Square,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.2,1300
Coco Fit,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,2.7,300
Little Italy,"BK Towers,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.2,1800
Aromas@11SIX,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,3.8,1200
SKYHY,"Sri Tirumala Towers,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,3.8,1700
Ninety Six,"Trident Hotel,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.4,2500
Nakshatra MutiCuisine Restaurant,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,3.7,700
Akshara Grand,"Vinayaka Plaza,Kothapet, East Hyderabad", East Hyderabad,Hyderabad,4.3,1000
7 sisters Hitex,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,4.2,500
Chinese Bells,"MNR Complex,Nacharam, East Hyderabad", East Hyderabad,Hyderabad,2.6,700
Drunkyard,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.0,1500
London Bubble Co.,"Dilsukh Nagar, East Hyderabad", East Hyderabad,Hyderabad,3.5,500
Karachi Cafe,"SBR Pearl,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,4.1,600
